text,label,Pattern Category,text_length,clean_text,UID
Refund uncertain.,1,Sneaking,2,Refund uncertain.,0
Subscription locked-in.,1,Sneaking,2,Subscription locked-in.,0
Hidden renewal fee.,1,Sneaking,3,Hidden renewal fee.,0
Trial deceptive.,1,Sneaking,2,Trial deceptive.,0
Default auto-charge.,1,Sneaking,2,Default auto-charge.,0
Refund limited.,1,Sneaking,2,Refund limited.,0
Subscription irreversible.,1,Sneaking,2,Subscription irreversible.,0
Hidden taxes.,1,Sneaking,2,Hidden taxes.,0
Trial false free.,1,Sneaking,3,Trial false free.,0
Default hidden fee.,1,Sneaking,3,Default hidden fee.,0
Refund hard.,1,Sneaking,2,Refund hard.,0
Subscription trap.,1,Sneaking,2,Subscription trap.,0
Trial concealment.,1,Sneaking,2,Trial concealment.,0
Hidden billing.,1,Sneaking,2,Hidden billing.,0
Default charge.,1,Sneaking,2,Default charge.,0
Subscription concealment.,1,Sneaking,2,Subscription concealment.,0
Trial disguised fee.,1,Sneaking,3,Trial disguised fee.,0
Default locked.,1,Sneaking,2,Default locked.,0
Refund delay tactic.,1,Sneaking,3,Refund delay tactic.,0
Subscription mislead.,1,Sneaking,2,Subscription mislead.,0
Hidden clause.,1,Sneaking,2,Hidden clause.,0
Trial charge early.,1,Sneaking,3,Trial charge early.,0
Default sneaky fee.,1,Sneaking,3,Default sneaky fee.,0
Refund blocked again.,1,Sneaking,3,Refund blocked again.,0
Subscription silent fee.,1,Sneaking,3,Subscription silent fee.,0
Hidden auto-billing.,1,Sneaking,2,Hidden auto-billing.,0
Cancelation only available after completing a survey.,1,Obstruction,7,Cancelation only available after completing a survey.,0
Delete account option hidden under multiple menus.,1,Obstruction,7,Delete account option hidden under multiple menus.,0
Unsubscribe requires speaking to an agent.,1,Obstruction,6,Unsubscribe requires speaking to an agent.,0
Cancel button appears only during office hours.,1,Obstruction,7,Cancel button appears only during office hours.,0
Opt-out requires fax submission.,1,Obstruction,4,Opt-out requires fax submission.,0
Live chat needed to stop service.,1,Obstruction,6,Live chat needed to stop service.,0
Account closure disabled on mobile.,1,Obstruction,5,Account closure disabled on mobile.,0
Downgrade option unavailable online.,1,Obstruction,4,Downgrade option unavailable online.,0
Cancelation requires physical mail.,1,Obstruction,4,Cancelation requires physical mail.,0
Subscription locked behind password reset.,1,Obstruction,5,Subscription locked behind password reset.,0
Exit button redirects to upgrade page.,1,Obstruction,6,Exit button redirects to upgrade page.,0
Cancelation option grayed out until renewal.,1,Obstruction,6,Cancelation option grayed out until renewal.,0
Unsubscribe hidden in terms and conditions.,1,Obstruction,6,Unsubscribe hidden in terms and conditions.,0
Account deletion requires multiple confirmations.,1,Obstruction,5,Account deletion requires multiple confirmations.,0
Cancelation page intentionally slow.,1,Obstruction,4,Cancelation page intentionally slow.,0
Request to cancel not saved properly.,1,Obstruction,6,Request to cancel not saved properly.,0
Cancellation hidden under ìOther Settings.î,1,Obstruction,5,Cancellation hidden under ìOther Settings.î,0
Termination button only visible once a year.,1,Obstruction,7,Termination button only visible once a year.,0
Cancelation requires identity verification.,1,Obstruction,4,Cancelation requires identity verification.,0
Email confirmation needed to cancel.,1,Obstruction,5,Email confirmation needed to cancel.,0
Deactivation only possible via support call.,1,Obstruction,6,Deactivation only possible via support call.,0
Cancel option placed at bottom of long form.,1,Obstruction,8,Cancel option placed at bottom of long form.,0
Opt-out buried in small links.,1,Obstruction,5,Opt-out buried in small links.,0
Account deletion requires printed form.,1,Obstruction,5,Account deletion requires printed form.,0
Cancelation needs notarized document.,1,Obstruction,4,Cancelation needs notarized document.,0
Downgrade option locked until billing cycle ends.,1,Obstruction,7,Downgrade option locked until billing cycle ends.,0
Termination delayed by 30 days.,1,Obstruction,5,Termination delayed by 30 days.,0
Unsubscribe confirmation sent late.,1,Obstruction,4,Unsubscribe confirmation sent late.,0
Cancelation requires credit card info again.,1,Obstruction,6,Cancelation requires credit card info again.,0
Cancel option hidden in FAQ.,1,Obstruction,5,Cancel option hidden in FAQ.,0
Service pause required before cancelation.,1,Obstruction,5,Service pause required before cancelation.,0
Cancelation form crashes frequently.,1,Obstruction,4,Cancelation form crashes frequently.,0
Deactivation only after upgrade prompt.,1,Obstruction,5,Deactivation only after upgrade prompt.,0
Opt-out path changes regularly.,1,Obstruction,4,Opt-out path changes regularly.,0
Cancelation buried in legal text.,1,Obstruction,5,Cancelation buried in legal text.,0
Removal option only by contacting partner site.,1,Obstruction,7,Removal option only by contacting partner site.,0
Account deletion requires video call.,1,Obstruction,5,Account deletion requires video call.,0
Cancel option disabled on weekends.,1,Obstruction,5,Cancel option disabled on weekends.,0
Termination option appears after 5 clicks.,1,Obstruction,6,Termination option appears after 5 clicks.,0
Cancelation requires customer retention team.,1,Obstruction,5,Cancelation requires customer retention team.,0
Downgrade requires supervisor approval.,1,Obstruction,4,Downgrade requires supervisor approval.,0
Unsubscribe page hidden from navigation.,1,Obstruction,5,Unsubscribe page hidden from navigation.,0
Cancelation requires filling multiple forms.,1,Obstruction,5,Cancelation requires filling multiple forms.,0
Opt-out blocked until renewal period.,1,Obstruction,5,Opt-out blocked until renewal period.,0
Cancellation requires two-factor auth with delay.,1,Obstruction,6,Cancellation requires two-factor auth with delay.,0
Delete button labeled misleadingly.,1,Obstruction,4,Delete button labeled misleadingly.,0
Cancelation requires visiting a branch office.,1,Obstruction,6,Cancelation requires visiting a branch office.,0
Deactivation only possible after survey completion.,1,Obstruction,6,Deactivation only possible after survey completion.,0
Opt-out requires government ID upload.,1,Obstruction,5,Opt-out requires government ID upload.,0
Cancelation locked behind premium support.,1,Obstruction,5,Cancelation locked behind premium support.,0
Downgrade requires waiting period.,1,Obstruction,4,Downgrade requires waiting period.,0
Cancelation option auto-resets.,1,Obstruction,3,Cancelation option auto-resets.,0
Unsubscribe requires multiple emails.,1,Obstruction,4,Unsubscribe requires multiple emails.,0
Termination approval pending indefinitely.,1,Obstruction,4,Termination approval pending indefinitely.,0
Cancel button disguised as feedback.,1,Obstruction,5,Cancel button disguised as feedback.,0
Opt-out only for certain regions.,1,Obstruction,5,Opt-out only for certain regions.,0
Cancellation hidden under unrelated settings.,1,Obstruction,5,Cancellation hidden under unrelated settings.,0
Delete account requires password change first.,1,Obstruction,6,Delete account requires password change first.,0
Cancelation requires uploading documents.,1,Obstruction,4,Cancelation requires uploading documents.,0
Removal button invisible until renewal.,1,Obstruction,5,Removal button invisible until renewal.,0
Downgrade not possible once subscribed.,1,Obstruction,5,Downgrade not possible once subscribed.,0
Cancelation requires new ticket creation.,1,Obstruction,5,Cancelation requires new ticket creation.,0
Unsubscribe requires PIN sent by mail.,1,Obstruction,6,Unsubscribe requires PIN sent by mail.,0
Termination request lost frequently.,1,Obstruction,4,Termination request lost frequently.,0
Cancel option only for desktop users.,1,Obstruction,6,Cancel option only for desktop users.,0
Opt-out requires contacting third-party vendor.,1,Obstruction,5,Opt-out requires contacting third-party vendor.,0
Cancelation confirmation never sent.,1,Obstruction,4,Cancelation confirmation never sent.,0
Delete button inactive on free plan.,1,Obstruction,6,Delete button inactive on free plan.,0
Cancelation delayed without reason.,1,Obstruction,4,Cancelation delayed without reason.,0
Account closure requires loyalty call.,1,Obstruction,5,Account closure requires loyalty call.,0
Cancel option blocked during holidays.,1,Obstruction,5,Cancel option blocked during holidays.,0
Opt-out buried in hidden dropdown.,1,Obstruction,5,Opt-out buried in hidden dropdown.,0
Termination requires in-person visit.,1,Obstruction,4,Termination requires in-person visit.,0
Cancelation option changes location each time.,1,Obstruction,6,Cancelation option changes location each time.,0
Deletion process requires new account creation.,1,Obstruction,6,Deletion process requires new account creation.,0
Cancel button redirects to survey.,1,Obstruction,5,Cancel button redirects to survey.,0
Downgrade locked by default.,1,Obstruction,4,Downgrade locked by default.,0
Cancelation available only via fax.,1,Obstruction,5,Cancelation available only via fax.,0
Opt-out path requires 10 clicks.,1,Obstruction,5,Opt-out path requires 10 clicks.,0
Cancelation blocked until pending payment.,1,Obstruction,5,Cancelation blocked until pending payment.,0
Delete option disabled until subscription ends.,1,Obstruction,6,Delete option disabled until subscription ends.,0
Cancellation requires filling captcha repeatedly.,1,Obstruction,5,Cancellation requires filling captcha repeatedly.,0
Account removal requires bank statement.,1,Obstruction,5,Account removal requires bank statement.,0
Cancel button available only once per month.,1,Obstruction,7,Cancel button available only once per month.,0
Opt-out link in unreadable text.,1,Obstruction,5,Opt-out link in unreadable text.,0
Cancelation buried under advanced settings.,1,Obstruction,5,Cancelation buried under advanced settings.,0
Termination requires 24-hour waiting period.,1,Obstruction,5,Termination requires 24-hour waiting period.,0
Cancel button only shows after upgrade prompt.,1,Obstruction,7,Cancel button only shows after upgrade prompt.,0
Unsubscribe requires full refund waiver.,1,Obstruction,5,Unsubscribe requires full refund waiver.,0
Cancelation available only in specific browsers.,1,Obstruction,6,Cancelation available only in specific browsers.,0
Delete account requires extra security steps.,1,Obstruction,6,Delete account requires extra security steps.,0
Cancelation requires 3-step confirmation.,1,Obstruction,4,Cancelation requires 3-step confirmation.,0
Opt-out requires contacting multiple teams.,1,Obstruction,5,Opt-out requires contacting multiple teams.,0
Cancel option hidden behind promo offers.,1,Obstruction,6,Cancel option hidden behind promo offers.,0
Termination possible only after feedback form.,1,Obstruction,6,Termination possible only after feedback form.,0
Cancelation delayed until end of year.,1,Obstruction,6,Cancelation delayed until end of year.,0
Unsubscribe disabled for trial users.,1,Obstruction,5,Unsubscribe disabled for trial users.,0
Cancelation requires customer loyalty call.,1,Obstruction,5,Cancelation requires customer loyalty call.,0
Downgrade requires contract extension.,1,Obstruction,4,Downgrade requires contract extension.,0
Cancel button mislabeled intentionally.,1,Obstruction,4,Cancel button mislabeled intentionally.,0
Delete account requires manager approval.,1,Obstruction,5,Delete account requires manager approval.,0
Cancel option not visible on mobile.,1,Obstruction,6,Cancel option not visible on mobile.,0
Opt-out requires submitting ID scan.,1,Obstruction,5,Opt-out requires submitting ID scan.,0
Cancelation tied to billing approval.,1,Obstruction,5,Cancelation tied to billing approval.,0
Deletion hidden in advanced menus.,1,Obstruction,5,Deletion hidden in advanced menus.,0
Cancel requires double authentication.,1,Obstruction,4,Cancel requires double authentication.,0
Termination locked during active promotions.,1,Obstruction,5,Termination locked during active promotions.,0
Cancelation requires two phone calls.,1,Obstruction,5,Cancelation requires two phone calls.,0
Unsubscribe requires email confirmation link.,1,Obstruction,5,Unsubscribe requires email confirmation link.,0
Cancelation locked behind referral program.,1,Obstruction,5,Cancelation locked behind referral program.,0
Cancel button redirects to help page.,1,Obstruction,6,Cancel button redirects to help page.,0
Opt-out requires new password setup.,1,Obstruction,5,Opt-out requires new password setup.,0
Termination delayed until 90 days.,1,Obstruction,5,Termination delayed until 90 days.,0
Cancelation requires extra confirmation emails.,1,Obstruction,5,Cancelation requires extra confirmation emails.,0
Unsubscribe hidden in unrelated section.,1,Obstruction,5,Unsubscribe hidden in unrelated section.,0
Cancelation requires filling a lengthy survey.,1,Obstruction,6,Cancelation requires filling a lengthy survey.,0
Delete account locked during offers.,1,Obstruction,5,Delete account locked during offers.,0
Cancelation requires retention agent approval.,1,Obstruction,5,Cancelation requires retention agent approval.,0
Downgrade disabled after renewal.,1,Obstruction,4,Downgrade disabled after renewal.,0
Cancelation requires in-person identity check.,1,Obstruction,5,Cancelation requires in-person identity check.,0
Cancel button only visible after scroll.,1,Obstruction,6,Cancel button only visible after scroll.,0
Opt-out buried under account info.,1,Obstruction,5,Opt-out buried under account info.,0
Cancellation needs 3-day wait.,1,Obstruction,4,Cancellation needs 3-day wait.,0
Deletion requires customer support ticket.,1,Obstruction,5,Deletion requires customer support ticket.,0
Cancel option disabled at checkout.,1,Obstruction,5,Cancel option disabled at checkout.,0
Termination requires service call.,1,Obstruction,4,Termination requires service call.,0
Cancelation requires outdated browser.,1,Obstruction,4,Cancelation requires outdated browser.,0
Opt-out only available in app.,1,Obstruction,5,Opt-out only available in app.,0
Delete button requires support code.,1,Obstruction,5,Delete button requires support code.,0
Cancel option hidden under unrelated labels.,1,Obstruction,6,Cancel option hidden under unrelated labels.,0
Cancellation page requires multiple logins.,1,Obstruction,5,Cancellation page requires multiple logins.,0
Termination requires mailed contract.,1,Obstruction,4,Termination requires mailed contract.,0
Cancelation available only after upgrade attempt.,1,Obstruction,6,Cancelation available only after upgrade attempt.,0
Unsubscribe disabled outside business hours.,1,Obstruction,5,Unsubscribe disabled outside business hours.,0
Cancelation requires calling retention hotline.,1,Obstruction,5,Cancelation requires calling retention hotline.,0
